sample_id,genotype,block_number,replica_number,dev_stage,leaf_number,leaf_zone,dag,common_dev_stage,common_leaf_age,tissue_designation,developmental_stage_dap,dev_group,metabolite,intensity
D12P111A,PT,2,1,8,11,Along,49,V7-V9,young,PT_11_8,50,7-9,SM_39_9_d16_3_23_6,16565
D12P113A,PT,2,1,8,13,Along,49,V7-V9,young,PT_13_8,50,7-9,SM_39_9_d16_3_23_6,14775
D13P24A,PT,3,2,7,4,Along,40,V7-V9,adult,PT_4_7,40,>9,SM_39_9_d16_3_23_6,25083
D13P25A,PT,3,2,7,5,Along,40,V7-V9,adult,PT_5_7,40,>9,SM_39_9_d16_3_23_6,15171
D13P27A,PT,3,2,7,7,Along,40,V7-V9,young,PT_7_7,40,>9,SM_39_9_d16_3_23_6,18943
D13P29A,PT,3,2,7,9,Along,40,V7-V9,young,PT_9_7,40,>9,SM_39_9_d16_3_23_6,19385
D13B14A,B73,3,1,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,SM_39_9_d16_3_23_6,19342
D13B24A,B73,3,2,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,SM_39_9_d16_3_23_6,15861
D14C24A,CML312,4,2,6,4,Along,26,V6-,adult,CML312_4_6,28,4-6,SM_39_9_d16_3_23_6,13969
D13B15A,B73,3,1,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,SM_39_9_d16_3_23_6,15586
D13B25A,B73,3,2,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,SM_39_9_d16_3_23_6,15587
D14C25A,CML312,4,2,6,5,Along,26,V6-,adult,CML312_5_6,28,4-6,SM_39_9_d16_3_23_6,15905
D13B17A,B73,3,1,6,7,Along,40,V6-,young,B73_7_6,40,4-6,SM_39_9_d16_3_23_6,13233
D13B27A,B73,3,2,6,7,Along,40,V6-,young,B73_7_6,40,4-6,SM_39_9_d16_3_23_6,12372
D14C27A,CML312,4,2,6,7,Along,26,V6-,young,CML312_7_6,28,4-6,SM_39_9_d16_3_23_6,11436
D14P24A,PT,4,2,5,4,Along,27,V6-,adult,PT_4_5,28,4-6,SM_39_9_d16_3_23_6,21580
D14C14A,CML312,4,1,5,4,Along,26,V6-,adult,CML312_4_5,28,4-6,SM_39_9_d16_3_23_6,16030
D14C15A,CML312,4,1,5,5,Along,26,V6-,young,CML312_5_5,28,4-6,SM_39_9_d16_3_23_6,17426
D14P25A,PT,4,2,5,5,Along,27,V6-,young,PT_5_5,28,4-6,SM_39_9_d16_3_23_6,15400
D14P27A,PT,4,2,5,7,Along,27,V6-,young,PT_7_5,28,4-6,SM_39_9_d16_3_23_6,12855
D14C17A,CML312,4,1,5,7,Along,26,V6-,young,CML312_7_5,28,4-6,SM_39_9_d16_3_23_6,11140
D14B14A,B73,4,1,4,4,Along,27,V6-,young,B73_4_4,28,4-6,SM_39_9_d16_3_23_6,21998
D14B24A,B73,4,2,4,4,Along,28,V6-,young,B73_4_4,28,4-6,SM_39_9_d16_3_23_6,21134
D14P14A,PT,4,1,4,4,Along,28,V6-,young,PT_4_4,28,4-6,SM_39_9_d16_3_23_6,20514
D14B15A,B73,4,1,4,5,Along,27,V6-,young,B73_5_4,28,4-6,SM_39_9_d16_3_23_6,14896
D14B25A,B73,4,2,4,5,Along,28,V6-,young,B73_5_4,28,4-6,SM_39_9_d16_3_23_6,13951
D14P15A,PT,4,1,4,5,Along,28,V6-,young,PT_5_4,28,4-6,SM_39_9_d16_3_23_6,17986
D11C15B,CML312,1,1,14,5,Base,57,V10+,adult,CML312_5_14,58,>9,SM_40_4_d16_2_24_2,19651
D11C15C,CML312,1,1,14,5,Center,57,V10+,adult,CML312_5_14,58,>9,SM_40_4_d16_2_24_2,19069
D11C15T,CML312,1,1,14,5,Tip,57,V10+,adult,CML312_5_14,58,>9,SM_40_4_d16_2_24_2,26472
D11C17B,CML312,1,1,14,7,Base,57,V10+,adult,CML312_7_14,58,>9,SM_40_4_d16_2_24_2,14777
D11P17B,PT,1,1,14,7,Base,57,V10+,adult,PT_7_14,58,>9,SM_40_4_d16_2_24_2,13053
D11P27B,PT,1,2,14,7,Base,57,V10+,adult,PT_7_14,58,>9,SM_40_4_d16_2_24_2,13682
D11P17C,PT,1,1,14,7,Center,57,V10+,adult,PT_7_14,58,>9,SM_40_4_d16_2_24_2,31193
D11P27C,PT,1,2,14,7,Center,57,V10+,adult,PT_7_14,58,>9,SM_40_4_d16_2_24_2,17423
D11C17C,CML312,1,1,14,7,Center,57,V10+,adult,CML312_7_14,58,>9,SM_40_4_d16_2_24_2,5965
D11C17T,CML312,1,1,14,7,Tip,57,V10+,adult,CML312_7_14,58,>9,SM_40_4_d16_2_24_2,18069
D11P17T,PT,1,1,14,7,Tip,57,V10+,adult,PT_7_14,58,>9,SM_40_4_d16_2_24_2,25500
D11P27T,PT,1,2,14,7,Tip,57,V10+,adult,PT_7_14,58,>9,SM_40_4_d16_2_24_2,14848
D11C19B,CML312,1,1,14,9,Base,57,V10+,adult,CML312_9_14,58,>9,SM_40_4_d16_2_24_2,8232
D11P19B,PT,1,1,14,9,Base,57,V10+,adult,PT_9_14,58,>9,SM_40_4_d16_2_24_2,8238
D11P29B,PT,1,2,14,9,Base,57,V10+,adult,PT_9_14,58,>9,SM_40_4_d16_2_24_2,6257
D11P19C,PT,1,1,14,9,Center,57,V10+,adult,PT_9_14,58,>9,SM_40_4_d16_2_24_2,20697
D11P29C,PT,1,2,14,9,Center,57,V10+,adult,PT_9_14,58,>9,SM_40_4_d16_2_24_2,11221
D11C19C,CML312,1,1,14,9,Center,57,V10+,adult,CML312_9_14,58,>9,SM_40_4_d16_2_24_2,4808
D11C19T,CML312,1,1,14,9,Tip,57,V10+,adult,CML312_9_14,58,>9,SM_40_4_d16_2_24_2,8810
D11P19T,PT,1,1,14,9,Tip,57,V10+,adult,PT_9_14,58,>9,SM_40_4_d16_2_24_2,16212
D11P29T,PT,1,2,14,9,Tip,57,V10+,adult,PT_9_14,58,>9,SM_40_4_d16_2_24_2,11198
D11C111B,CML312,1,1,14,11,Base,57,V10+,adult,CML312_11_14,58,>9,SM_40_4_d16_2_24_2,2104
D11P111B,PT,1,1,14,11,Base,57,V10+,adult,PT_11_14,58,>9,SM_40_4_d16_2_24_2,4278
D11P211B,PT,1,2,14,11,Base,57,V10+,adult,PT_11_14,58,>9,SM_40_4_d16_2_24_2,2185
D11P111C,PT,1,1,14,11,Center,57,V10+,adult,PT_11_14,58,>9,SM_40_4_d16_2_24_2,8514
D11P211C,PT,1,2,14,11,Center,57,V10+,adult,PT_11_14,58,>9,SM_40_4_d16_2_24_2,6999
D11C111C,CML312,1,1,14,11,Center,57,V10+,adult,CML312_11_14,58,>9,SM_40_4_d16_2_24_2,8655
D11P111T,PT,1,1,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,SM_40_4_d16_2_24_2,14031
D11P211T,PT,1,2,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,SM_40_4_d16_2_24_2,7685
D11C111T,CML312,1,1,14,11,Tip,57,V10+,adult,CML312_11_14,58,>9,SM_40_4_d16_2_24_2,5849
D11C113B,CML312,1,1,14,13,Base,57,V10+,adult,CML312_13_14,58,>9,SM_40_4_d16_2_24_2,313
D11P113B,PT,1,1,14,13,Base,57,V10+,adult,PT_13_14,58,>9,SM_40_4_d16_2_24_2,2568
D11P213B,PT,1,2,14,13,Base,57,V10+,adult,PT_13_14,58,>9,SM_40_4_d16_2_24_2,325
D11C113C,CML312,1,1,14,13,Center,57,V10+,adult,CML312_13_14,58,>9,SM_40_4_d16_2_24_2,6047
D11P113C,PT,1,1,14,13,Center,57,V10+,adult,PT_13_14,58,>9,SM_40_4_d16_2_24_2,3204
D11P213C,PT,1,2,14,13,Center,57,V10+,adult,PT_13_14,58,>9,SM_40_4_d16_2_24_2,3475
D11P113T,PT,1,1,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,SM_40_4_d16_2_24_2,8834
D11P213T,PT,1,2,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,SM_40_4_d16_2_24_2,4232
D11C113T,CML312,1,1,14,13,Tip,57,V10+,adult,CML312_13_14,58,>9,SM_40_4_d16_2_24_2,8444
D12P24A,PT,2,2,12,4,Along,49,V10+,adult,PT_4_12,50,>9,SM_40_4_d16_2_24_2,18353
D11B15B,B73,1,1,12,5,Base,57,V10+,adult,B73_5_12,58,>9,SM_40_4_d16_2_24_2,10200
D11B15C,B73,1,1,12,5,Center,57,V10+,adult,B73_5_12,58,>9,SM_40_4_d16_2_24_2,14067
D11B15T,B73,1,1,12,5,Tip,57,V10+,adult,B73_5_12,58,>9,SM_40_4_d16_2_24_2,16227
D12P25A,PT,2,2,12,5,Along,49,V10+,adult,PT_5_12,50,>9,SM_40_4_d16_2_24_2,19564
D11B17B,B73,1,1,12,7,Base,57,V10+,adult,B73_7_12,58,>9,SM_40_4_d16_2_24_2,5909
D11B17C,B73,1,1,12,7,Center,57,V10+,adult,B73_7_12,58,>9,SM_40_4_d16_2_24_2,9095
D11B17T,B73,1,1,12,7,Tip,57,V10+,adult,B73_7_12,58,>9,SM_40_4_d16_2_24_2,8156
D12P27A,PT,2,2,12,7,Along,49,V10+,adult,PT_7_12,50,>9,SM_40_4_d16_2_24_2,6270
D11B19B,B73,1,1,12,9,Base,57,V10+,adult,B73_9_12,58,>9,SM_40_4_d16_2_24_2,3251
D11B19C,B73,1,1,12,9,Center,57,V10+,adult,B73_9_12,58,>9,SM_40_4_d16_2_24_2,9196
D11B19T,B73,1,1,12,9,Tip,57,V10+,adult,B73_9_12,58,>9,SM_40_4_d16_2_24_2,6340
D12P29A,PT,2,2,12,9,Along,49,V10+,adult,PT_9_12,50,>9,SM_40_4_d16_2_24_2,4959
D11B111B,B73,1,1,12,11,Base,57,V10+,adult,B73_11_12,58,>9,SM_40_4_d16_2_24_2,1724
D11B111C,B73,1,1,12,11,Center,57,V10+,adult,B73_11_12,58,>9,SM_40_4_d16_2_24_2,4796
D11B111T,B73,1,1,12,11,Tip,57,V10+,adult,B73_11_12,58,>9,SM_40_4_d16_2_24_2,4196
D12P211A,PT,2,2,12,11,Along,49,V10+,adult,PT_11_12,50,>9,SM_40_4_d16_2_24_2,2090
D11B113B,B73,1,1,12,13,Base,57,V10+,young,B73_13_12,58,>9,SM_40_4_d16_2_24_2,2213
D11B113C,B73,1,1,12,13,Center,57,V10+,young,B73_13_12,58,>9,SM_40_4_d16_2_24_2,2979
D11B113T,B73,1,1,12,13,Tip,57,V10+,young,B73_13_12,58,>9,SM_40_4_d16_2_24_2,6906
D12C24A,CML312,2,2,11,4,Along,49,V10+,adult,CML312_4_11,50,>9,SM_40_4_d16_2_24_2,16416
D11B25C,B73,1,2,11,5,Center,57,V10+,adult,B73_5_11,58,>9,SM_40_4_d16_2_24_2,14424
D12C25A,CML312,2,2,11,5,Along,49,V10+,adult,CML312_5_11,50,>9,SM_40_4_d16_2_24_2,8623
D11B27B,B73,1,2,11,7,Base,57,V10+,adult,B73_7_11,58,>9,SM_40_4_d16_2_24_2,6860
D11C27B,CML312,1,2,11,7,Base,57,V10+,adult,CML312_7_11,58,>9,SM_40_4_d16_2_24_2,9002
D11B27C,B73,1,2,11,7,Center,57,V10+,adult,B73_7_11,58,>9,SM_40_4_d16_2_24_2,9288
D11C27C,CML312,1,2,11,7,Center,57,V10+,adult,CML312_7_11,58,>9,SM_40_4_d16_2_24_2,12269
D11B27T,B73,1,2,11,7,Tip,57,V10+,adult,B73_7_11,58,>9,SM_40_4_d16_2_24_2,7883
D11C27T,CML312,1,2,11,7,Tip,57,V10+,adult,CML312_7_11,58,>9,SM_40_4_d16_2_24_2,16107
D12C27A,CML312,2,2,11,7,Along,49,V10+,adult,CML312_7_11,50,>9,SM_40_4_d16_2_24_2,13489
D11B29B,B73,1,2,11,9,Base,57,V10+,adult,B73_9_11,58,>9,SM_40_4_d16_2_24_2,2847
D11C29B,CML312,1,2,11,9,Base,57,V10+,adult,CML312_9_11,58,>9,SM_40_4_d16_2_24_2,7162
D11B29C,B73,1,2,11,9,Center,57,V10+,adult,B73_9_11,58,>9,SM_40_4_d16_2_24_2,6275
D11C29C,CML312,1,2,11,9,Center,57,V10+,adult,CML312_9_11,58,>9,SM_40_4_d16_2_24_2,8577
D11B29T,B73,1,2,11,9,Tip,57,V10+,adult,B73_9_11,58,>9,SM_40_4_d16_2_24_2,5808
D11C29T,CML312,1,2,11,9,Tip,57,V10+,adult,CML312_9_11,58,>9,SM_40_4_d16_2_24_2,7586
D12C29A,CML312,2,2,11,9,Along,49,V10+,adult,CML312_9_11,50,>9,SM_40_4_d16_2_24_2,5752
D11B211B,B73,1,2,11,11,Base,57,V10+,young,B73_11_11,58,>9,SM_40_4_d16_2_24_2,1541
D11C211B,CML312,1,2,11,11,Base,57,V10+,young,CML312_11_11,58,>9,SM_40_4_d16_2_24_2,2309
D11B211C,B73,1,2,11,11,Center,57,V10+,young,B73_11_11,58,>9,SM_40_4_d16_2_24_2,4878
D11C211C,CML312,1,2,11,11,Center,57,V10+,young,CML312_11_11,58,>9,SM_40_4_d16_2_24_2,3987
D11B211T,B73,1,2,11,11,Tip,57,V10+,young,B73_11_11,58,>9,SM_40_4_d16_2_24_2,2990
D11C211T,CML312,1,2,11,11,Tip,57,V10+,young,CML312_11_11,58,>9,SM_40_4_d16_2_24_2,6311
D12C211A,CML312,2,2,11,11,Along,49,V10+,young,CML312_11_11,50,>9,SM_40_4_d16_2_24_2,4235
D11B213B,B73,1,2,11,13,Base,57,V10+,young,B73_13_11,58,>9,SM_40_4_d16_2_24_2,476
D11C213B,CML312,1,2,11,13,Base,57,V10+,young,CML312_13_11,58,>9,SM_40_4_d16_2_24_2,262
D11B213C,B73,1,2,11,13,Center,57,V10+,young,B73_13_11,58,>9,SM_40_4_d16_2_24_2,1839
D11C213C,CML312,1,2,11,13,Center,57,V10+,young,CML312_13_11,58,>9,SM_40_4_d16_2_24_2,1719
D11B213T,B73,1,2,11,13,Tip,57,V10+,young,B73_13_11,58,>9,SM_40_4_d16_2_24_2,2955
D11C213T,CML312,1,2,11,13,Tip,57,V10+,young,CML312_13_11,58,>9,SM_40_4_d16_2_24_2,2079
D12C213A,CML312,2,2,11,13,Along,49,V10+,young,CML312_13_11,50,>9,SM_40_4_d16_2_24_2,2605
D12B14A,B73,2,1,10,4,Along,49,V10+,adult,B73_4_10,50,>9,SM_40_4_d16_2_24_2,10598
D12C14A,CML312,2,1,10,4,Along,49,V10+,adult,CML312_4_10,50,>9,SM_40_4_d16_2_24_2,6863
D12C15A,CML312,2,1,10,5,Along,49,V10+,adult,CML312_5_10,50,>9,SM_40_4_d16_2_24_2,13109
D12C17A,CML312,2,1,10,7,Along,49,V10+,adult,CML312_7_10,50,>9,SM_40_4_d16_2_24_2,11264
D12C19A,CML312,2,1,10,9,Along,49,V10+,adult,CML312_9_10,50,>9,SM_40_4_d16_2_24_2,4918
D12C111A,CML312,2,1,10,11,Along,49,V10+,young,CML312_11_10,50,>9,SM_40_4_d16_2_24_2,3612
D12C113A,CML312,2,1,10,13,Along,49,V10+,young,CML312_13_10,50,>9,SM_40_4_d16_2_24_2,285
D12B24A,B73,2,2,9,4,Along,49,V7-V9,adult,B73_4_9,50,7-9,SM_40_4_d16_2_24_2,17617
D12B15A,B73,2,1,9,5,Along,49,V7-V9,adult,B73_5_9,50,7-9,SM_40_4_d16_2_24_2,11086
D12B25A,B73,2,2,9,5,Along,49,V7-V9,adult,B73_5_9,50,7-9,SM_40_4_d16_2_24_2,12759
D12B27A,B73,2,2,9,7,Along,49,V7-V9,adult,B73_7_9,50,7-9,SM_40_4_d16_2_24_2,6590
D12B17A,B73,2,1,9,7,Along,49,V7-V9,adult,B73_7_9,50,7-9,SM_40_4_d16_2_24_2,5955
D12B19A,B73,2,1,9,9,Along,49,V7-V9,young,B73_9_9,50,7-9,SM_40_4_d16_2_24_2,4613
D12B29A,B73,2,2,9,9,Along,49,V7-V9,young,B73_9_9,50,7-9,SM_40_4_d16_2_24_2,4523
D12B111A,B73,2,1,9,11,Along,49,V7-V9,young,B73_11_9,50,7-9,SM_40_4_d16_2_24_2,3996
D12B211A,B73,2,2,9,11,Along,49,V7-V9,young,B73_11_9,50,7-9,SM_40_4_d16_2_24_2,2765
D12B113A,B73,2,1,9,13,Along,49,V7-V9,young,B73_13_9,50,7-9,SM_40_4_d16_2_24_2,1456
D12B213A,B73,2,2,9,13,Along,49,V7-V9,young,B73_13_9,50,7-9,SM_40_4_d16_2_24_2,3335
D12P14A,PT,2,1,8,4,Along,49,V7-V9,adult,PT_4_8,50,7-9,SM_40_4_d16_2_24_2,17629
D13C14A,CML312,3,1,8,4,Along,40,V7-V9,adult,CML312_4_8,40,7-9,SM_40_4_d16_2_24_2,10911
D13C24A,CML312,3,2,8,4,Along,40,V7-V9,adult,CML312_4_8,40,7-9,SM_40_4_d16_2_24_2,5392
D13P14A,PT,3,1,8,4,Along,40,V7-V9,adult,PT_4_8,40,7-9,SM_40_4_d16_2_24_2,7975
D12P15A,PT,2,1,8,5,Along,49,V7-V9,adult,PT_5_8,50,7-9,SM_40_4_d16_2_24_2,15839
D13C25A,CML312,3,2,8,5,Along,40,V7-V9,adult,CML312_5_8,40,7-9,SM_40_4_d16_2_24_2,8962
D13P15A,PT,3,1,8,5,Along,40,V7-V9,adult,PT_5_8,40,7-9,SM_40_4_d16_2_24_2,7002
D12P17A,PT,2,1,8,7,Along,49,V7-V9,adult,PT_7_8,50,7-9,SM_40_4_d16_2_24_2,9447
D13C17A,CML312,3,1,8,7,Along,40,V7-V9,adult,CML312_7_8,40,7-9,SM_40_4_d16_2_24_2,5778
D13C27A,CML312,3,2,8,7,Along,40,V7-V9,adult,CML312_7_8,40,7-9,SM_40_4_d16_2_24_2,7008
D13P17A,PT,3,1,8,7,Along,40,V7-V9,adult,PT_7_8,40,7-9,SM_40_4_d16_2_24_2,7598
D12P19A,PT,2,1,8,9,Along,49,V7-V9,young,PT_9_8,50,7-9,SM_40_4_d16_2_24_2,4148
D13C19A,CML312,3,1,8,9,Along,40,V7-V9,young,CML312_9_8,40,7-9,SM_40_4_d16_2_24_2,3512
D13C29A,CML312,3,2,8,9,Along,40,V7-V9,young,CML312_9_8,40,7-9,SM_40_4_d16_2_24_2,3478
D13P19A,PT,3,1,8,9,Along,40,V7-V9,young,PT_9_8,40,7-9,SM_40_4_d16_2_24_2,3050
D12P111A,PT,2,1,8,11,Along,49,V7-V9,young,PT_11_8,50,7-9,SM_40_4_d16_2_24_2,2604
D12P113A,PT,2,1,8,13,Along,49,V7-V9,young,PT_13_8,50,7-9,SM_40_4_d16_2_24_2,0
D13P24A,PT,3,2,7,4,Along,40,V7-V9,adult,PT_4_7,40,>9,SM_40_4_d16_2_24_2,8926
D13P25A,PT,3,2,7,5,Along,40,V7-V9,adult,PT_5_7,40,>9,SM_40_4_d16_2_24_2,3762
D13P27A,PT,3,2,7,7,Along,40,V7-V9,young,PT_7_7,40,>9,SM_40_4_d16_2_24_2,3776
D13P29A,PT,3,2,7,9,Along,40,V7-V9,young,PT_9_7,40,>9,SM_40_4_d16_2_24_2,370
D13B14A,B73,3,1,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,SM_40_4_d16_2_24_2,5198
D13B24A,B73,3,2,6,4,Along,40,V6-,adult,B73_4_6,40,4-6,SM_40_4_d16_2_24_2,10088
D14C24A,CML312,4,2,6,4,Along,26,V6-,adult,CML312_4_6,28,4-6,SM_40_4_d16_2_24_2,4798
D13B15A,B73,3,1,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,SM_40_4_d16_2_24_2,5454
D13B25A,B73,3,2,6,5,Along,40,V6-,adult,B73_5_6,40,4-6,SM_40_4_d16_2_24_2,8742
D14C25A,CML312,4,2,6,5,Along,26,V6-,adult,CML312_5_6,28,4-6,SM_40_4_d16_2_24_2,5861
D13B17A,B73,3,1,6,7,Along,40,V6-,young,B73_7_6,40,4-6,SM_40_4_d16_2_24_2,2396
D13B27A,B73,3,2,6,7,Along,40,V6-,young,B73_7_6,40,4-6,SM_40_4_d16_2_24_2,2292
D14C27A,CML312,4,2,6,7,Along,26,V6-,young,CML312_7_6,28,4-6,SM_40_4_d16_2_24_2,159
D14P24A,PT,4,2,5,4,Along,27,V6-,adult,PT_4_5,28,4-6,SM_40_4_d16_2_24_2,5832
D14C14A,CML312,4,1,5,4,Along,26,V6-,adult,CML312_4_5,28,4-6,SM_40_4_d16_2_24_2,5366
D14C15A,CML312,4,1,5,5,Along,26,V6-,young,CML312_5_5,28,4-6,SM_40_4_d16_2_24_2,4545
D14P25A,PT,4,2,5,5,Along,27,V6-,young,PT_5_5,28,4-6,SM_40_4_d16_2_24_2,3002
D14P27A,PT,4,2,5,7,Along,27,V6-,young,PT_7_5,28,4-6,SM_40_4_d16_2_24_2,1390
D14C17A,CML312,4,1,5,7,Along,26,V6-,young,CML312_7_5,28,4-6,SM_40_4_d16_2_24_2,544
D14B14A,B73,4,1,4,4,Along,27,V6-,young,B73_4_4,28,4-6,SM_40_4_d16_2_24_2,7383
D14B24A,B73,4,2,4,4,Along,28,V6-,young,B73_4_4,28,4-6,SM_40_4_d16_2_24_2,6277
D14P14A,PT,4,1,4,4,Along,28,V6-,young,PT_4_4,28,4-6,SM_40_4_d16_2_24_2,8771
D14B15A,B73,4,1,4,5,Along,27,V6-,young,B73_5_4,28,4-6,SM_40_4_d16_2_24_2,2257
D14B25A,B73,4,2,4,5,Along,28,V6-,young,B73_5_4,28,4-6,SM_40_4_d16_2_24_2,2257
D14P15A,PT,4,1,4,5,Along,28,V6-,young,PT_5_4,28,4-6,SM_40_4_d16_2_24_2,2607
D11C15B,CML312,1,1,14,5,Base,57,V10+,adult,CML312_5_14,58,>9,SM_40_5_d16_1_24_4,32565
D11C15C,CML312,1,1,14,5,Center,57,V10+,adult,CML312_5_14,58,>9,SM_40_5_d16_1_24_4,14128
D11C15T,CML312,1,1,14,5,Tip,57,V10+,adult,CML312_5_14,58,>9,SM_40_5_d16_1_24_4,42715
D11C17B,CML312,1,1,14,7,Base,57,V10+,adult,CML312_7_14,58,>9,SM_40_5_d16_1_24_4,4187
D11P17B,PT,1,1,14,7,Base,57,V10+,adult,PT_7_14,58,>9,SM_40_5_d16_1_24_4,52294
D11P27B,PT,1,2,14,7,Base,57,V10+,adult,PT_7_14,58,>9,SM_40_5_d16_1_24_4,9093
D11P17C,PT,1,1,14,7,Center,57,V10+,adult,PT_7_14,58,>9,SM_40_5_d16_1_24_4,30698
D11P27C,PT,1,2,14,7,Center,57,V10+,adult,PT_7_14,58,>9,SM_40_5_d16_1_24_4,9303
D11C17C,CML312,1,1,14,7,Center,57,V10+,adult,CML312_7_14,58,>9,SM_40_5_d16_1_24_4,4376
D11C17T,CML312,1,1,14,7,Tip,57,V10+,adult,CML312_7_14,58,>9,SM_40_5_d16_1_24_4,33012
D11P17T,PT,1,1,14,7,Tip,57,V10+,adult,PT_7_14,58,>9,SM_40_5_d16_1_24_4,76874
D11P27T,PT,1,2,14,7,Tip,57,V10+,adult,PT_7_14,58,>9,SM_40_5_d16_1_24_4,2524
D11C19B,CML312,1,1,14,9,Base,57,V10+,adult,CML312_9_14,58,>9,SM_40_5_d16_1_24_4,3372
D11P19B,PT,1,1,14,9,Base,57,V10+,adult,PT_9_14,58,>9,SM_40_5_d16_1_24_4,11728
D11P29B,PT,1,2,14,9,Base,57,V10+,adult,PT_9_14,58,>9,SM_40_5_d16_1_24_4,1596
D11P19C,PT,1,1,14,9,Center,57,V10+,adult,PT_9_14,58,>9,SM_40_5_d16_1_24_4,54826
D11P29C,PT,1,2,14,9,Center,57,V10+,adult,PT_9_14,58,>9,SM_40_5_d16_1_24_4,5278
D11C19C,CML312,1,1,14,9,Center,57,V10+,adult,CML312_9_14,58,>9,SM_40_5_d16_1_24_4,24214
D11C19T,CML312,1,1,14,9,Tip,57,V10+,adult,CML312_9_14,58,>9,SM_40_5_d16_1_24_4,9120
D11P19T,PT,1,1,14,9,Tip,57,V10+,adult,PT_9_14,58,>9,SM_40_5_d16_1_24_4,44058
D11P29T,PT,1,2,14,9,Tip,57,V10+,adult,PT_9_14,58,>9,SM_40_5_d16_1_24_4,2069
D11C111B,CML312,1,1,14,11,Base,57,V10+,adult,CML312_11_14,58,>9,SM_40_5_d16_1_24_4,12062
D11P111B,PT,1,1,14,11,Base,57,V10+,adult,PT_11_14,58,>9,SM_40_5_d16_1_24_4,19110
D11P211B,PT,1,2,14,11,Base,57,V10+,adult,PT_11_14,58,>9,SM_40_5_d16_1_24_4,2420
D11P111C,PT,1,1,14,11,Center,57,V10+,adult,PT_11_14,58,>9,SM_40_5_d16_1_24_4,3597
D11P211C,PT,1,2,14,11,Center,57,V10+,adult,PT_11_14,58,>9,SM_40_5_d16_1_24_4,15936
D11C111C,CML312,1,1,14,11,Center,57,V10+,adult,CML312_11_14,58,>9,SM_40_5_d16_1_24_4,2358
D11P111T,PT,1,1,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,SM_40_5_d16_1_24_4,48395
D11P211T,PT,1,2,14,11,Tip,57,V10+,adult,PT_11_14,58,>9,SM_40_5_d16_1_24_4,4819
D11C111T,CML312,1,1,14,11,Tip,57,V10+,adult,CML312_11_14,58,>9,SM_40_5_d16_1_24_4,22870
D11C113B,CML312,1,1,14,13,Base,57,V10+,adult,CML312_13_14,58,>9,SM_40_5_d16_1_24_4,2470
D11P113B,PT,1,1,14,13,Base,57,V10+,adult,PT_13_14,58,>9,SM_40_5_d16_1_24_4,3188
D11P213B,PT,1,2,14,13,Base,57,V10+,adult,PT_13_14,58,>9,SM_40_5_d16_1_24_4,6536
D11C113C,CML312,1,1,14,13,Center,57,V10+,adult,CML312_13_14,58,>9,SM_40_5_d16_1_24_4,2138
D11P113C,PT,1,1,14,13,Center,57,V10+,adult,PT_13_14,58,>9,SM_40_5_d16_1_24_4,16417
D11P213C,PT,1,2,14,13,Center,57,V10+,adult,PT_13_14,58,>9,SM_40_5_d16_1_24_4,7345
D11P113T,PT,1,1,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,SM_40_5_d16_1_24_4,4467
D11P213T,PT,1,2,14,13,Tip,57,V10+,adult,PT_13_14,58,>9,SM_40_5_d16_1_24_4,3246
D11C113T,CML312,1,1,14,13,Tip,57,V10+,adult,CML312_13_14,58,>9,SM_40_5_d16_1_24_4,17714
D12P24A,PT,2,2,12,4,Along,49,V10+,adult,PT_4_12,50,>9,SM_40_5_d16_1_24_4,40787
D11B15B,B73,1,1,12,5,Base,57,V10+,adult,B73_5_12,58,>9,SM_40_5_d16_1_24_4,34445
D11B15C,B73,1,1,12,5,Center,57,V10+,adult,B73_5_12,58,>9,SM_40_5_d16_1_24_4,33798
D11B15T,B73,1,1,12,5,Tip,57,V10+,adult,B73_5_12,58,>9,SM_40_5_d16_1_24_4,38794
D12P25A,PT,2,2,12,5,Along,49,V10+,adult,PT_5_12,50,>9,SM_40_5_d16_1_24_4,16109
D11B17B,B73,1,1,12,7,Base,57,V10+,adult,B73_7_12,58,>9,SM_40_5_d16_1_24_4,1733
D11B17C,B73,1,1,12,7,Center,57,V10+,adult,B73_7_12,58,>9,SM_40_5_d16_1_24_4,20777
D11B17T,B73,1,1,12,7,Tip,57,V10+,adult,B73_7_12,58,>9,SM_40_5_d16_1_24_4,3012
D12P27A,PT,2,2,12,7,Along,49,V10+,adult,PT_7_12,50,>9,SM_40_5_d16_1_24_4,28518
D11B19B,B73,1,1,12,9,Base,57,V10+,adult,B73_9_12,58,>9,SM_40_5_d16_1_24_4,17200
D11B19C,B73,1,1,12,9,Center,57,V10+,adult,B73_9_12,58,>9,SM_40_5_d16_1_24_4,17589
